<VarList>
var.group[0].here[0],var.group[0].here[1],var.group[0].here[2],var.group[0].setpoint[0],var.group[0].setpoint[1],var.group[0].setpoint[2],var.group[0].vtfb
<SampleList>
|404;630.93,241.409,601.998,630.929,241.409,601.998,0
|405;630.929,241.409,601.998,630.929,241.409,601.998,0.048
|406;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|407;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|408;630.929,241.409,601.998,630.929,241.409,601.998,0.066
|409;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|410;630.929,241.409,601.999,630.929,241.409,601.998,0.212
|411;630.929,241.409,601.998,630.929,241.409,601.998,0.094
|412;630.93,241.409,601.998,630.929,241.409,601.998,0.029
|413;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|414;630.929,241.409,601.998,630.929,241.409,601.998,0.089
|415;630.929,241.409,601.998,630.929,241.409,601.998,0.077
|416;630.929,241.409,601.998,630.929,241.409,601.998,0
|417;630.929,241.409,601.998,630.929,241.409,601.998,0.015
|418;630.929,241.409,601.998,630.929,241.409,601.998,0
|419;630.929,241.409,601.998,630.929,241.409,601.998,0.028
|420;630.929,241.409,601.998,630.929,241.409,601.998,0.05
|421;630.93,241.409,601.998,630.929,241.409,601.998,0.059
|422;630.93,241.409,601.998,630.929,241.409,601.998,0
|423;630.93,241.409,601.998,630.929,241.409,601.998,0.077
|424;630.93,241.409,601.999,630.929,241.409,601.998,0.092
|425;630.93,241.409,601.999,630.929,241.409,601.998,0.048
|426;630.93,241.409,601.998,630.929,241.409,601.998,0.065
|427;630.93,241.409,601.998,630.929,241.409,601.998,0.085
|428;630.93,241.409,601.998,630.929,241.409,601.998,0.085
|429;630.93,241.408,601.998,630.929,241.409,601.998,0.086
|430;630.929,241.409,601.999,630.929,241.409,601.998,0.159
|431;630.929,241.409,601.999,630.929,241.409,601.998,0.015
|432;630.929,241.409,601.999,630.929,241.409,601.998,0.083
|433;630.929,241.409,601.999,630.929,241.409,601.998,0.085
|434;630.929,241.409,601.998,630.929,241.409,601.998,0.188
|435;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|436;630.929,241.409,601.998,630.929,241.409,601.998,0.024
|437;630.929,241.409,601.998,630.929,241.409,601.998,0.075
|438;630.929,241.409,601.998,630.929,241.409,601.998,0.048
|439;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|440;630.929,241.409,601.998,630.929,241.409,601.998,0.062
|441;630.929,241.409,601.998,630.929,241.409,601.998,0.076
